Product_Name,Category,Manufacture_Date,Expiry_Date,Manufacturer,Stock_Quantity,Sales_Trend,Days_to_Expiry,Discount_Band
Frozen Pizza,Frozen,15/04/2025,03/05/2026,QuickMeals,141,High,194,0%
Apples,Produce,30/09/2025,24/10/2025,Orchard Gold,197,Low,3,20%
Bananas,Produce,16/10/2025,23/10/2025,Tropicana,53,High,2,20%
Chicken Breast,Meat,18/10/2025,24/10/2025,Quality Meats,26,Medium,3,20%
Ground Beef,Meat,17/10/2025,22/10/2025,Quality Meats,205,Medium,1,20%
Chicken Breast,Meat,14/10/2025,22/10/2025,Quality Meats,110,Low,1,20%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,171,High,3,20%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,197,Low,3,20%
Soda (6-pack),Beverage,13/05/2025,30/10/2025,Bubbly Co.,256,Medium,9,10%
Soda (6-pack),Beverage,29/08/2025,24/03/2026,Bubbly Co.,31,Medium,154,0%
Cheddar Cheese,Dairy,30/08/2025,29/10/2025,DairyLand,182,Low,8,10%
Chicken Breast,Meat,20/10/2025,27/10/2025,Quality Meats,273,Medium,6,15%
Fresh Milk,Dairy,11/10/2025,25/10/2025,FarmFresh,219,High,4,10%
Cheddar Cheese,Dairy,13/10/2025,16/12/2025,DairyLand,123,Medium,56,0%
Chicken Breast,Meat,20/10/2025,27/10/2025,Quality Meats,186,High,6,15%
Bananas,Produce,18/10/2025,25/10/2025,Tropicana,70,Medium,4,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,23,Low,1,20%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,152,Low,2,20%
Bananas,Produce,19/10/2025,27/10/2025,Tropicana,176,Low,6,15%
Apples,Produce,01/10/2025,28/10/2025,Orchard Gold,216,High,7,10%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,101,Medium,1,20%
Cheddar Cheese,Dairy,04/10/2025,24/11/2025,DairyLand,49,Medium,34,0%
Bananas,Produce,18/10/2025,27/10/2025,Tropicana,256,Medium,6,10%
Apples,Produce,20/10/2025,09/11/2025,Orchard Gold,267,Medium,19,0%
Apples,Produce,14/10/2025,04/11/2025,Orchard Gold,59,Medium,14,0%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,96,Medium,3,20%
Chicken Breast,Meat,18/10/2025,24/10/2025,Quality Meats,214,High,3,20%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,12,High,3,20%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,161,Low,2,20%
Chicken Breast,Meat,16/10/2025,23/10/2025,Quality Meats,14,Medium,2,20%
Frozen Pizza,Frozen,10/02/2025,15/02/2026,QuickMeals,110,Medium,117,0%
Soda (6-pack),Beverage,21/10/2025,20/03/2026,Bubbly Co.,163,Low,150,0%
Bananas,Produce,20/10/2025,29/10/2025,Tropicana,238,Medium,8,10%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,21,Medium,2,20%
Soda (6-pack),Beverage,15/06/2025,12/12/2025,Bubbly Co.,269,Medium,52,0%
Soda (6-pack),Beverage,11/06/2025,12/11/2025,Bubbly Co.,88,Low,22,0%
Yogurt,Dairy,30/09/2025,22/10/2025,DairyLand,278,Medium,1,20%
Fresh Milk,Dairy,14/10/2025,24/10/2025,FarmFresh,218,Low,3,20%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,98,High,2,20%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,171,Medium,3,20%
Yogurt,Dairy,15/10/2025,07/11/2025,DairyLand,256,Low,17,5%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,102,Low,1,20%
Fresh Milk,Dairy,16/10/2025,26/10/2025,FarmFresh,20,Medium,5,5%
Frozen Pizza,Frozen,28/01/2025,23/03/2026,QuickMeals,117,Low,153,0%
Fresh Milk,Dairy,21/10/2025,03/11/2025,FarmFresh,245,Medium,13,10%
Cheddar Cheese,Dairy,02/09/2025,26/10/2025,DairyLand,32,Low,5,0%
Yogurt,Dairy,18/10/2025,03/11/2025,DairyLand,228,Low,13,10%
Frozen Pizza,Frozen,17/07/2025,08/09/2026,QuickMeals,63,Low,322,0%
Fresh Milk,Dairy,15/10/2025,26/10/2025,FarmFresh,261,Medium,5,10%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,125,Low,1,20%
Fresh Milk,Dairy,16/10/2025,27/10/2025,FarmFresh,182,High,6,0%
Bananas,Produce,16/10/2025,22/10/2025,Tropicana,142,Medium,1,20%
Cheddar Cheese,Dairy,21/09/2025,01/12/2025,DairyLand,131,Low,41,0%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,163,Low,2,20%
Chicken Breast,Meat,21/10/2025,29/10/2025,Quality Meats,194,Low,8,10%
Ground Beef,Meat,17/10/2025,22/10/2025,Quality Meats,144,Medium,1,20%
Bananas,Produce,21/10/2025,28/10/2025,Tropicana,225,Low,7,15%
Frozen Pizza,Frozen,16/07/2025,30/07/2026,QuickMeals,136,Low,282,0%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,186,Low,1,20%
Fresh Milk,Dairy,17/10/2025,27/10/2025,FarmFresh,212,High,6,10%
Soda (6-pack),Beverage,10/09/2025,06/04/2026,Bubbly Co.,76,Medium,167,0%
Bananas,Produce,14/10/2025,23/10/2025,Tropicana,89,Low,2,20%
Bananas,Produce,20/10/2025,27/10/2025,Tropicana,144,High,6,0%
Chicken Breast,Meat,18/10/2025,24/10/2025,Quality Meats,109,Low,3,20%
Fresh Milk,Dairy,11/10/2025,22/10/2025,FarmFresh,74,High,1,20%
Apples,Produce,21/10/2025,18/11/2025,Orchard Gold,81,Low,28,0%
Apples,Produce,01/10/2025,27/10/2025,Orchard Gold,154,Medium,6,0%
Yogurt,Dairy,06/10/2025,23/10/2025,DairyLand,50,High,2,20%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,133,Low,2,20%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,178,High,5,15%
Fresh Milk,Dairy,21/10/2025,02/11/2025,FarmFresh,94,High,12,0%
Yogurt,Dairy,10/10/2025,26/10/2025,DairyLand,59,Low,5,15%
Soda (6-pack),Beverage,18/08/2025,13/03/2026,Bubbly Co.,271,Medium,143,0%
Apples,Produce,16/10/2025,09/11/2025,Orchard Gold,151,High,19,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,84,High,1,20%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,96,High,2,15%
Yogurt,Dairy,19/10/2025,10/11/2025,DairyLand,191,Low,20,0%
Apples,Produce,08/10/2025,29/10/2025,Orchard Gold,198,Low,8,10%
Frozen Pizza,Frozen,03/01/2025,14/02/2026,QuickMeals,271,Medium,116,0%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,283,High,4,15%
Chicken Breast,Meat,15/10/2025,22/10/2025,Quality Meats,219,Medium,1,20%
Cheddar Cheese,Dairy,09/10/2025,29/11/2025,DairyLand,277,Low,39,0%
Apples,Produce,09/10/2025,30/10/2025,Orchard Gold,145,Low,9,10%
Chicken Breast,Meat,20/10/2025,25/10/2025,Quality Meats,214,Low,4,15%
Soda (6-pack),Beverage,02/08/2025,28/01/2026,Bubbly Co.,160,Medium,99,10%
Apples,Produce,27/09/2025,22/10/2025,Orchard Gold,33,High,1,20%
Apples,Produce,21/10/2025,12/11/2025,Orchard Gold,25,Medium,22,0%
Apples,Produce,30/09/2025,24/10/2025,Orchard Gold,93,Medium,3,20%
Ground Beef,Meat,17/10/2025,22/10/2025,Quality Meats,185,High,1,10%
Cheddar Cheese,Dairy,27/09/2025,03/12/2025,DairyLand,292,Medium,43,0%
Yogurt,Dairy,21/10/2025,11/11/2025,DairyLand,74,Low,21,0%
Chicken Breast,Meat,19/10/2025,26/10/2025,Quality Meats,80,Low,5,15%
Cheddar Cheese,Dairy,03/09/2025,09/11/2025,DairyLand,216,High,19,0%
Soda (6-pack),Beverage,14/07/2025,06/12/2025,Bubbly Co.,119,High,46,0%
Frozen Pizza,Frozen,10/07/2025,14/07/2026,QuickMeals,202,Low,266,0%
Ground Beef,Meat,17/10/2025,22/10/2025,Quality Meats,35,Low,1,20%
Fresh Milk,Dairy,18/10/2025,30/10/2025,FarmFresh,112,High,9,0%
Chicken Breast,Meat,17/10/2025,22/10/2025,Quality Meats,130,Medium,1,20%
Fresh Milk,Dairy,15/10/2025,24/10/2025,FarmFresh,292,Low,3,20%
Cheddar Cheese,Dairy,29/09/2025,09/12/2025,DairyLand,196,Low,49,0%
Cheddar Cheese,Dairy,07/10/2025,30/11/2025,DairyLand,114,Medium,40,0%
Frozen Pizza,Frozen,01/05/2025,04/04/2026,QuickMeals,175,Low,165,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,180,Low,2,20%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,186,Low,3,20%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,159,Low,2,20%
Ground Beef,Meat,18/10/2025,22/10/2025,Quality Meats,229,Low,1,20%
Apples,Produce,12/10/2025,10/11/2025,Orchard Gold,220,Low,20,0%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,136,Medium,2,5%
Bananas,Produce,14/10/2025,23/10/2025,Tropicana,122,Low,2,20%
Apples,Produce,05/10/2025,25/10/2025,Orchard Gold,156,High,4,0%
Frozen Pizza,Frozen,23/08/2025,03/08/2026,QuickMeals,298,Low,286,0%
Soda (6-pack),Beverage,11/04/2025,04/11/2025,Bubbly Co.,24,Low,14,10%
Cheddar Cheese,Dairy,24/09/2025,04/12/2025,DairyLand,195,High,44,0%
Cheddar Cheese,Dairy,19/10/2025,14/12/2025,DairyLand,169,Medium,54,0%
Bananas,Produce,17/10/2025,23/10/2025,Tropicana,294,Medium,2,20%
Yogurt,Dairy,10/10/2025,29/10/2025,DairyLand,278,High,8,10%
Apples,Produce,20/10/2025,11/11/2025,Orchard Gold,211,Medium,21,0%
Frozen Pizza,Frozen,05/06/2025,10/07/2026,QuickMeals,184,High,262,0%
Yogurt,Dairy,12/10/2025,04/11/2025,DairyLand,209,Low,14,10%
Soda (6-pack),Beverage,16/06/2025,18/11/2025,Bubbly Co.,81,Medium,28,0%
Yogurt,Dairy,16/10/2025,08/11/2025,DairyLand,229,Low,18,0%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,136,Low,2,20%
Yogurt,Dairy,10/10/2025,30/10/2025,DairyLand,44,High,9,0%
Ground Beef,Meat,18/10/2025,22/10/2025,Quality Meats,219,Medium,1,20%
Bananas,Produce,18/10/2025,24/10/2025,Tropicana,101,High,3,20%
Chicken Breast,Meat,20/10/2025,25/10/2025,Quality Meats,154,Medium,4,15%
Cheddar Cheese,Dairy,18/09/2025,28/11/2025,DairyLand,53,High,38,0%
Chicken Breast,Meat,15/10/2025,23/10/2025,Quality Meats,176,Low,2,20%
Cheddar Cheese,Dairy,10/09/2025,12/11/2025,DairyLand,271,High,22,0%
Cheddar Cheese,Dairy,21/10/2025,19/12/2025,DairyLand,286,High,59,0%
Frozen Pizza,Frozen,30/03/2025,31/03/2026,QuickMeals,163,Low,161,0%
Yogurt,Dairy,02/10/2025,25/10/2025,DairyLand,81,Medium,4,5%
Soda (6-pack),Beverage,05/08/2025,16/01/2026,Bubbly Co.,70,High,87,0%
Frozen Pizza,Frozen,10/09/2025,26/09/2026,QuickMeals,268,High,340,0%
Bananas,Produce,20/10/2025,28/10/2025,Tropicana,120,Medium,7,0%
Chicken Breast,Meat,21/10/2025,28/10/2025,Quality Meats,30,High,7,15%
Chicken Breast,Meat,19/10/2025,25/10/2025,Quality Meats,284,Medium,4,15%
Apples,Produce,05/10/2025,02/11/2025,Orchard Gold,73,Medium,12,5%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,146,Low,3,20%
Frozen Pizza,Frozen,05/05/2025,18/06/2026,QuickMeals,262,High,240,10%
Yogurt,Dairy,05/10/2025,28/10/2025,DairyLand,123,Low,7,15%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,188,Medium,3,20%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,273,Medium,1,20%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,121,Medium,3,20%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,47,Medium,2,20%
Yogurt,Dairy,06/10/2025,24/10/2025,DairyLand,200,High,3,20%
Fresh Milk,Dairy,18/10/2025,29/10/2025,FarmFresh,246,Medium,8,10%
Frozen Pizza,Frozen,15/09/2025,22/10/2026,QuickMeals,129,Medium,366,0%
Frozen Pizza,Frozen,23/12/2024,10/11/2025,QuickMeals,294,High,20,0%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,255,Medium,2,20%
Apples,Produce,13/10/2025,04/11/2025,Orchard Gold,37,Low,14,10%
Soda (6-pack),Beverage,29/07/2025,01/01/2026,Bubbly Co.,147,Medium,72,0%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,138,Medium,4,15%
Soda (6-pack),Beverage,05/08/2025,29/12/2025,Bubbly Co.,112,Medium,69,0%
Apples,Produce,13/10/2025,04/11/2025,Orchard Gold,96,Medium,14,0%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,228,Low,1,20%
Chicken Breast,Meat,19/10/2025,27/10/2025,Quality Meats,257,Medium,6,15%
Soda (6-pack),Beverage,02/10/2025,13/03/2026,Bubbly Co.,100,Low,143,0%
Cheddar Cheese,Dairy,19/10/2025,21/12/2025,DairyLand,21,High,61,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,235,Low,2,10%
Frozen Pizza,Frozen,09/02/2025,22/03/2026,QuickMeals,33,Medium,152,0%
Fresh Milk,Dairy,18/10/2025,30/10/2025,FarmFresh,214,Low,9,10%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,293,High,4,15%
Chicken Breast,Meat,21/10/2025,27/10/2025,Quality Meats,70,High,6,15%
Yogurt,Dairy,13/10/2025,02/11/2025,DairyLand,100,Medium,12,0%
Cheddar Cheese,Dairy,21/09/2025,10/11/2025,DairyLand,221,Medium,20,0%
Yogurt,Dairy,09/10/2025,01/11/2025,DairyLand,95,Medium,11,0%
Bananas,Produce,16/10/2025,23/10/2025,Tropicana,259,Medium,2,20%
Bananas,Produce,15/10/2025,23/10/2025,Tropicana,274,High,2,20%
Yogurt,Dairy,06/10/2025,25/10/2025,DairyLand,153,High,4,0%
Yogurt,Dairy,21/10/2025,09/11/2025,DairyLand,26,Medium,19,0%
Apples,Produce,05/10/2025,25/10/2025,Orchard Gold,181,High,4,0%
Yogurt,Dairy,16/10/2025,04/11/2025,DairyLand,272,High,14,10%
Yogurt,Dairy,07/10/2025,30/10/2025,DairyLand,187,High,9,0%
Soda (6-pack),Beverage,14/07/2025,11/12/2025,Bubbly Co.,206,Low,51,15%
Fresh Milk,Dairy,19/10/2025,01/11/2025,FarmFresh,122,High,11,0%
Soda (6-pack),Beverage,26/06/2025,18/01/2026,Bubbly Co.,203,High,89,0%
Soda (6-pack),Beverage,09/10/2025,12/03/2026,Bubbly Co.,53,High,142,0%
Frozen Pizza,Frozen,03/10/2025,08/11/2026,QuickMeals,115,Low,383,0%
Ground Beef,Meat,20/10/2025,25/10/2025,Quality Meats,23,Medium,4,15%
Apples,Produce,07/10/2025,29/10/2025,Orchard Gold,191,Low,8,10%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,168,Medium,2,20%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,66,Low,1,20%
Bananas,Produce,21/10/2025,27/10/2025,Tropicana,104,Medium,6,0%
Soda (6-pack),Beverage,20/07/2025,05/01/2026,Bubbly Co.,106,Low,76,0%
Frozen Pizza,Frozen,21/02/2025,14/12/2025,QuickMeals,170,Low,54,0%
Fresh Milk,Dairy,19/10/2025,29/10/2025,FarmFresh,51,High,8,0%
Cheddar Cheese,Dairy,05/10/2025,06/12/2025,DairyLand,68,High,46,0%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,200,High,3,20%
Cheddar Cheese,Dairy,11/09/2025,07/11/2025,DairyLand,204,High,17,0%
Chicken Breast,Meat,21/10/2025,27/10/2025,Quality Meats,112,Low,6,15%
Chicken Breast,Meat,18/10/2025,25/10/2025,Quality Meats,154,Low,4,15%
Bananas,Produce,17/10/2025,24/10/2025,Tropicana,253,Low,3,20%
Yogurt,Dairy,13/10/2025,31/10/2025,DairyLand,272,High,10,10%
Yogurt,Dairy,09/10/2025,30/10/2025,DairyLand,133,Medium,9,5%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,100,Medium,1,20%
Apples,Produce,12/10/2025,04/11/2025,Orchard Gold,220,Low,14,10%
Ground Beef,Meat,17/10/2025,22/10/2025,Quality Meats,196,Medium,1,20%
Cheddar Cheese,Dairy,01/09/2025,10/11/2025,DairyLand,206,High,20,0%
Soda (6-pack),Beverage,11/04/2025,11/11/2025,Bubbly Co.,92,High,21,0%
Cheddar Cheese,Dairy,22/09/2025,30/11/2025,DairyLand,179,Low,40,10%
Chicken Breast,Meat,15/10/2025,22/10/2025,Quality Meats,43,Medium,1,20%
Fresh Milk,Dairy,17/10/2025,30/10/2025,FarmFresh,87,Low,9,10%
Frozen Pizza,Frozen,27/02/2025,24/03/2026,QuickMeals,228,Medium,154,0%
Soda (6-pack),Beverage,26/05/2025,25/10/2025,Bubbly Co.,67,High,4,0%
Bananas,Produce,18/10/2025,25/10/2025,Tropicana,124,Low,4,15%
Bananas,Produce,17/10/2025,23/10/2025,Tropicana,101,Medium,2,20%
Cheddar Cheese,Dairy,25/09/2025,04/12/2025,DairyLand,236,High,44,0%
Cheddar Cheese,Dairy,13/09/2025,01/11/2025,DairyLand,125,High,11,0%
Ground Beef,Meat,17/10/2025,22/10/2025,Quality Meats,176,High,1,20%
Yogurt,Dairy,07/10/2025,25/10/2025,DairyLand,196,High,4,0%
Frozen Pizza,Frozen,19/08/2025,16/09/2026,QuickMeals,216,Medium,330,0%
Soda (6-pack),Beverage,31/07/2025,15/01/2026,Bubbly Co.,197,Medium,86,0%
Chicken Breast,Meat,19/10/2025,24/10/2025,Quality Meats,134,Medium,3,20%
Fresh Milk,Dairy,21/10/2025,30/10/2025,FarmFresh,134,Low,9,10%
Yogurt,Dairy,13/10/2025,03/11/2025,DairyLand,225,High,13,10%
Cheddar Cheese,Dairy,28/09/2025,30/11/2025,DairyLand,124,High,40,0%
Bananas,Produce,20/10/2025,27/10/2025,Tropicana,185,High,6,0%
Soda (6-pack),Beverage,20/08/2025,17/02/2026,Bubbly Co.,250,High,119,0%
Soda (6-pack),Beverage,01/08/2025,22/01/2026,Bubbly Co.,145,Medium,93,15%
Fresh Milk,Dairy,15/10/2025,28/10/2025,FarmFresh,227,Low,7,15%
Apples,Produce,16/10/2025,05/11/2025,Orchard Gold,244,Low,15,0%
Frozen Pizza,Frozen,29/05/2025,09/05/2026,QuickMeals,90,Low,200,5%
Apples,Produce,08/10/2025,05/11/2025,Orchard Gold,10,Medium,15,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,272,Medium,2,20%
Chicken Breast,Meat,19/10/2025,24/10/2025,Quality Meats,166,High,3,20%
Bananas,Produce,17/10/2025,25/10/2025,Tropicana,76,Medium,4,0%
Soda (6-pack),Beverage,03/08/2025,25/01/2026,Bubbly Co.,239,Low,96,0%
Chicken Breast,Meat,19/10/2025,26/10/2025,Quality Meats,268,High,5,15%
Bananas,Produce,18/10/2025,26/10/2025,Tropicana,131,High,5,0%
Cheddar Cheese,Dairy,18/10/2025,23/12/2025,DairyLand,118,High,63,0%
Cheddar Cheese,Dairy,11/10/2025,10/12/2025,DairyLand,109,Low,50,0%
Fresh Milk,Dairy,16/10/2025,27/10/2025,FarmFresh,47,Low,6,15%
Frozen Pizza,Frozen,21/04/2025,27/04/2026,QuickMeals,149,Medium,188,0%
Yogurt,Dairy,21/10/2025,12/11/2025,DairyLand,96,Medium,22,0%
Bananas,Produce,21/10/2025,27/10/2025,Tropicana,45,Low,6,15%
Yogurt,Dairy,19/10/2025,10/11/2025,DairyLand,137,Low,20,0%
Apples,Produce,04/10/2025,28/10/2025,Orchard Gold,62,High,7,0%
Soda (6-pack),Beverage,16/07/2025,31/01/2026,Bubbly Co.,114,Medium,102,0%
Cheddar Cheese,Dairy,16/08/2025,22/10/2025,DairyLand,221,High,1,20%
Fresh Milk,Dairy,21/10/2025,31/10/2025,FarmFresh,206,Medium,10,10%
Yogurt,Dairy,04/10/2025,26/10/2025,DairyLand,145,High,5,0%
Frozen Pizza,Frozen,16/01/2025,07/12/2025,QuickMeals,254,Low,47,20%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,98,Low,3,20%
Yogurt,Dairy,20/10/2025,09/11/2025,DairyLand,146,High,19,0%
Fresh Milk,Dairy,10/10/2025,24/10/2025,FarmFresh,74,Low,3,20%
Frozen Pizza,Frozen,26/11/2024,03/02/2026,QuickMeals,83,Medium,105,0%
Bananas,Produce,19/10/2025,27/10/2025,Tropicana,47,Low,6,15%
Fresh Milk,Dairy,13/10/2025,26/10/2025,FarmFresh,180,High,5,0%
Fresh Milk,Dairy,15/10/2025,27/10/2025,FarmFresh,265,Medium,6,10%
Bananas,Produce,18/10/2025,25/10/2025,Tropicana,208,Medium,4,10%
Cheddar Cheese,Dairy,19/10/2025,14/12/2025,DairyLand,201,Low,54,0%
Apples,Produce,20/10/2025,12/11/2025,Orchard Gold,161,Low,22,0%
Yogurt,Dairy,07/10/2025,29/10/2025,DairyLand,27,Medium,8,5%
Apples,Produce,02/10/2025,23/10/2025,Orchard Gold,160,Medium,2,20%
Soda (6-pack),Beverage,06/09/2025,27/02/2026,Bubbly Co.,217,Low,129,0%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,267,High,1,20%
Apples,Produce,14/10/2025,09/11/2025,Orchard Gold,230,Low,19,0%
Bananas,Produce,16/10/2025,25/10/2025,Tropicana,54,High,4,0%
Frozen Pizza,Frozen,13/04/2025,23/03/2026,QuickMeals,261,Low,153,0%
Bananas,Produce,21/10/2025,29/10/2025,Tropicana,63,Low,8,10%
Chicken Breast,Meat,20/10/2025,27/10/2025,Quality Meats,287,Low,6,15%
Chicken Breast,Meat,20/10/2025,28/10/2025,Quality Meats,182,High,7,15%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,259,High,1,20%
Frozen Pizza,Frozen,24/01/2025,04/03/2026,QuickMeals,164,Medium,134,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,245,High,2,20%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,242,Medium,3,20%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,101,Medium,1,20%
Ground Beef,Meat,18/10/2025,22/10/2025,Quality Meats,99,Low,1,20%
Cheddar Cheese,Dairy,24/09/2025,20/11/2025,DairyLand,146,High,30,0%
Chicken Breast,Meat,18/10/2025,24/10/2025,Quality Meats,87,Low,3,20%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,143,Low,2,15%
Chicken Breast,Meat,18/10/2025,24/10/2025,Quality Meats,125,Medium,3,20%
Cheddar Cheese,Dairy,03/10/2025,07/12/2025,DairyLand,104,Low,47,0%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,94,Medium,3,20%
Bananas,Produce,21/10/2025,27/10/2025,Tropicana,151,Low,6,15%
Yogurt,Dairy,11/10/2025,03/11/2025,DairyLand,56,Low,13,10%
Fresh Milk,Dairy,15/10/2025,26/10/2025,FarmFresh,119,Low,5,15%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,264,Low,4,15%
Chicken Breast,Meat,21/10/2025,27/10/2025,Quality Meats,28,Low,6,15%
Cheddar Cheese,Dairy,20/09/2025,08/11/2025,DairyLand,12,Medium,18,0%
Frozen Pizza,Frozen,05/10/2025,21/11/2026,QuickMeals,294,Low,396,0%
Fresh Milk,Dairy,08/10/2025,22/10/2025,FarmFresh,116,High,1,20%
Fresh Milk,Dairy,15/10/2025,28/10/2025,FarmFresh,180,High,7,0%
Yogurt,Dairy,13/10/2025,31/10/2025,DairyLand,87,High,10,0%
Chicken Breast,Meat,16/10/2025,24/10/2025,Quality Meats,28,Low,3,20%
Yogurt,Dairy,20/10/2025,08/11/2025,DairyLand,221,Low,18,0%
Bananas,Produce,21/10/2025,29/10/2025,Tropicana,136,Low,8,10%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,114,High,1,20%
Chicken Breast,Meat,16/10/2025,23/10/2025,Quality Meats,12,High,2,15%
Chicken Breast,Meat,16/10/2025,22/10/2025,Quality Meats,118,Medium,1,20%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,178,Medium,5,15%
Bananas,Produce,16/10/2025,23/10/2025,Tropicana,153,High,2,20%
Yogurt,Dairy,21/10/2025,10/11/2025,DairyLand,49,Low,20,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,148,Low,2,20%
Ground Beef,Meat,18/10/2025,22/10/2025,Quality Meats,76,High,1,20%
Frozen Pizza,Frozen,29/04/2025,21/02/2026,QuickMeals,296,High,123,0%
Frozen Pizza,Frozen,25/07/2025,29/05/2026,QuickMeals,40,High,220,0%
Bananas,Produce,18/10/2025,25/10/2025,Tropicana,220,High,4,10%
Fresh Milk,Dairy,20/10/2025,31/10/2025,FarmFresh,177,Medium,10,20%
Soda (6-pack),Beverage,19/10/2025,22/03/2026,Bubbly Co.,122,High,152,0%
Yogurt,Dairy,12/10/2025,04/11/2025,DairyLand,159,Medium,14,0%
Bananas,Produce,19/10/2025,27/10/2025,Tropicana,95,Low,6,15%
Fresh Milk,Dairy,14/10/2025,23/10/2025,FarmFresh,111,Medium,2,20%
Apples,Produce,05/10/2025,03/11/2025,Orchard Gold,219,Medium,13,15%
Soda (6-pack),Beverage,20/05/2025,18/11/2025,Bubbly Co.,19,Low,28,0%
Chicken Breast,Meat,21/10/2025,27/10/2025,Quality Meats,193,Low,6,15%
Soda (6-pack),Beverage,31/07/2025,28/02/2026,Bubbly Co.,77,High,130,0%
Chicken Breast,Meat,16/10/2025,22/10/2025,Quality Meats,79,Medium,1,20%
Frozen Pizza,Frozen,19/03/2025,22/05/2026,QuickMeals,220,Low,213,0%
Soda (6-pack),Beverage,02/06/2025,28/12/2025,Bubbly Co.,70,High,68,0%
Frozen Pizza,Frozen,13/11/2024,16/01/2026,QuickMeals,164,High,87,0%
Fresh Milk,Dairy,19/10/2025,02/11/2025,FarmFresh,61,Medium,12,0%
Ground Beef,Meat,20/10/2025,25/10/2025,Quality Meats,185,Low,4,15%
Bananas,Produce,21/10/2025,27/10/2025,Tropicana,173,Low,6,15%
Apples,Produce,09/10/2025,31/10/2025,Orchard Gold,197,Low,10,10%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,46,Low,5,15%
Bananas,Produce,20/10/2025,29/10/2025,Tropicana,55,Medium,8,0%
Chicken Breast,Meat,15/10/2025,23/10/2025,Quality Meats,44,Medium,2,20%
Frozen Pizza,Frozen,23/10/2024,25/10/2025,QuickMeals,39,Medium,4,0%
Apples,Produce,03/10/2025,29/10/2025,Orchard Gold,225,Low,8,10%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,127,Low,3,20%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,173,High,1,20%
Chicken Breast,Meat,21/10/2025,28/10/2025,Quality Meats,119,Low,7,15%
Soda (6-pack),Beverage,19/06/2025,06/12/2025,Bubbly Co.,173,Low,46,0%
Soda (6-pack),Beverage,11/06/2025,11/12/2025,Bubbly Co.,223,High,51,0%
