Category,Days_Left,Stock_Available,Sales_Last_Week,Target_Discount
Bakery,45,65,62,2.71
Dairy,32,64,81,0.0
Meat,69,33,25,0.0
Pantry,57,71,19,0.0
Meat,78,114,13,2.55
Produce,1,135,14,48.78
Meat,62,18,93,1.9
Bakery,13,53,80,9.33
Pantry,59,20,26,1.56
Dairy,36,123,64,1.17
Bakery,36,146,44,0.0
Produce,86,166,60,2.99
Beverage,77,115,74,1.96
Beverage,85,145,50,0.02
Beverage,77,180,61,0.96
Beverage,38,20,84,0.31
Bakery,79,139,38,0.13
Produce,20,26,59,1.62
Meat,45,41,14,0.26
Beverage,56,75,26,0.0
Meat,21,126,29,4.41
Pantry,42,17,73,0.0
Frozen,47,178,45,0.0
Dairy,20,136,60,6.16
Meat,55,26,88,2.35
Pantry,55,147,42,3.55
Pantry,84,128,13,0.42
Meat,57,89,36,0.0
Produce,72,143,75,0.59
Meat,43,116,47,2.87
Frozen,79,162,60,0.02
Produce,8,132,35,13.83
Pantry,78,55,93,0.0
Beverage,46,172,4,0.0
Bakery,65,128,16,1.79
Bakery,80,10,87,4.08
Bakery,26,21,50,0.89
Beverage,26,50,56,0.77
Pantry,47,12,67,0.0
Bakery,71,48,44,0.49
Frozen,79,65,26,0.47
Beverage,18,106,75,0.0
Produce,59,97,66,0.54
Dairy,55,197,4,0.47
Pantry,87,147,59,0.0
Beverage,31,155,92,3.17
Dairy,31,124,99,0.03
Bakery,89,22,77,4.56
Pantry,33,94,51,0.96
Dairy,49,58,36,0.19
Frozen,18,85,77,0.06
Produce,20,147,54,4.21
Frozen,36,192,21,0.0
Dairy,5,25,9,28.23
Dairy,63,20,69,0.0
Dairy,72,181,70,0.89
Bakery,86,81,99,0.0
Meat,3,68,72,33.0
Frozen,11,135,32,9.42
Dairy,11,184,68,6.13
Frozen,24,198,82,0.0
Bakery,23,141,19,4.06
Pantry,36,23,99,1.13
Meat,35,21,90,0.0
Dairy,69,193,74,0.0
Frozen,59,25,27,0.0
Pantry,46,22,49,0.98
Dairy,53,81,40,0.0
Beverage,56,118,26,0.28
Frozen,34,107,35,0.0
Beverage,86,96,16,0.0
Pantry,86,135,80,0.0
Bakery,8,40,7,14.14
Bakery,80,45,58,0.0
Dairy,41,100,8,2.52
Bakery,18,122,27,2.93
Produce,38,173,94,0.0
Pantry,50,37,59,0.0
Dairy,81,135,12,0.42
Produce,19,75,96,3.36
Produce,9,14,96,13.15
Dairy,16,18,11,4.93
Produce,72,182,59,0.0
Pantry,13,195,63,6.74
Frozen,49,92,84,2.12
Produce,72,37,30,1.83
Dairy,2,85,34,39.56
Meat,58,179,50,0.0
Pantry,10,105,37,8.11
Pantry,42,26,70,0.24
Pantry,31,142,33,0.0
Produce,82,191,18,0.34
Bakery,36,65,43,0.0
Bakery,63,67,69,0.67
Meat,74,76,85,1.39
Bakery,59,59,75,0.0
Dairy,2,53,11,42.56
Meat,32,182,0,0.0
Meat,51,21,46,0.72
Meat,29,190,14,0.0
Meat,65,34,60,0.32
Meat,8,122,72,14.86
Produce,65,77,83,1.12
Meat,70,62,51,0.57
Dairy,69,21,50,0.0
Pantry,68,98,1,0.0
Frozen,82,26,36,0.65
Dairy,61,108,51,0.0
Pantry,14,145,44,7.71
Beverage,49,49,46,1.13
Pantry,6,106,42,15.96
Beverage,30,37,38,1.56
Dairy,28,30,37,0.61
Pantry,73,82,63,0.0
Produce,81,124,61,1.65
Dairy,19,163,97,5.94
Pantry,89,71,73,0.06
Beverage,71,154,96,0.0
Bakery,66,199,91,0.0
Dairy,29,148,94,1.35
Meat,58,176,79,0.0
Bakery,80,175,35,0.0
Produce,53,66,80,0.16
Dairy,68,153,50,0.71
Meat,42,165,55,3.12
Dairy,45,110,84,1.82
Frozen,33,121,75,0.0
Dairy,6,49,60,21.59
Frozen,9,37,17,8.86
Bakery,31,18,82,0.28
Meat,56,53,34,4.86
Meat,69,11,81,0.0
Bakery,31,19,3,0.0
Pantry,3,20,41,23.76
Beverage,5,148,61,18.74
Dairy,5,106,10,27.7
Frozen,76,157,93,0.74
Frozen,9,179,69,7.17
Beverage,32,133,54,0.43
Produce,38,140,43,0.0
Meat,54,184,1,0.48
Dairy,8,89,74,15.97
Produce,73,65,34,0.0
Produce,63,177,31,3.26
Dairy,64,53,27,0.93
Beverage,68,74,68,1.24
Produce,31,114,49,1.14
Produce,61,125,80,0.51
Pantry,64,176,57,0.0
Bakery,86,172,62,0.0
Produce,1,93,58,44.73
Produce,37,191,29,0.0
Meat,75,92,9,0.0
Frozen,21,117,51,3.22
Beverage,3,192,66,24.14
Produce,55,77,7,1.16
Pantry,31,113,6,2.68
Frozen,68,181,98,0.0
Meat,70,137,18,3.42
Beverage,43,13,6,1.89
Bakery,45,54,86,1.53
Pantry,16,51,41,2.7
Beverage,77,109,8,1.4
Dairy,24,80,97,0.0
Produce,37,117,58,0.0
Beverage,49,100,99,1.42
Bakery,73,27,25,0.62
Beverage,32,82,17,0.0
Frozen,16,169,18,0.46
Frozen,13,199,79,3.32
Dairy,66,64,75,2.52
Beverage,71,170,42,0.31
Beverage,66,49,49,0.0
Bakery,64,126,41,3.13
Bakery,79,174,81,3.86
Beverage,36,137,70,2.44
Frozen,8,115,77,7.55
Pantry,8,106,26,9.73
Bakery,20,52,80,3.75
Dairy,16,178,18,3.09
Meat,44,163,61,0.0
Bakery,25,32,66,3.31
Bakery,75,133,63,2.82
Meat,64,22,28,0.0
Beverage,44,69,24,0.65
Beverage,82,79,80,0.43
Frozen,47,146,70,1.36
Produce,12,65,4,15.63
Bakery,41,190,82,2.88
Frozen,58,183,4,0.0
Pantry,60,148,82,0.56
Beverage,8,91,31,11.35
Bakery,71,11,30,0.0
Bakery,38,89,33,0.0
Beverage,11,58,16,3.52
Produce,15,95,86,5.68
Meat,60,157,92,0.0
Frozen,43,164,96,0.0
Produce,71,166,3,2.86
Meat,63,51,10,0.0
Beverage,22,51,43,3.27
Produce,82,31,97,0.68
Beverage,33,34,45,0.78
Meat,39,77,35,1.08
Dairy,9,89,19,15.9
Bakery,73,92,22,3.63
Pantry,30,56,60,0.0
Pantry,20,87,49,3.99
Bakery,38,62,70,0.0
Frozen,86,198,55,0.0
Pantry,17,115,62,1.92
Meat,68,87,39,0.0
Bakery,84,133,57,0.0
Dairy,78,83,3,0.0
Bakery,85,12,22,2.4
Frozen,52,124,28,2.56
Produce,3,121,93,30.43
Meat,34,86,41,0.18
Bakery,79,15,21,0.0
Meat,1,144,98,47.22
Beverage,33,107,75,2.34
Dairy,19,72,18,5.74
Dairy,35,170,85,0.14
Meat,45,155,50,3.47
Beverage,24,13,36,1.24
Produce,83,108,47,3.21
Produce,26,172,82,0.1
Frozen,57,42,33,2.77
Beverage,88,194,48,2.61
Pantry,63,142,93,0.0
Beverage,89,172,40,0.0
Produce,79,34,27,0.0
Pantry,76,148,84,1.53
Dairy,67,199,18,2.12
Bakery,63,11,85,0.0
Dairy,43,103,64,2.03
Meat,54,78,75,0.0
Dairy,81,181,26,1.12
Frozen,35,37,53,0.0
Produce,77,66,64,0.0
Beverage,72,36,36,0.0
Produce,14,33,58,5.31
Pantry,52,138,78,0.44
Bakery,11,79,78,9.23
Bakery,35,155,60,2.51
Bakery,85,165,86,0.0
Frozen,7,150,37,7.02
Bakery,49,23,53,0.0
Dairy,7,51,75,11.71
Pantry,63,128,79,0.0
Beverage,25,157,48,0.26
Bakery,74,25,90,1.27
Beverage,84,184,34,0.0
Beverage,32,123,61,0.0
Bakery,12,162,96,12.24
Frozen,40,103,46,0.86
Pantry,77,182,59,0.83
Beverage,64,18,45,1.82
